id,date,time,x_value,y_value,z_value
87,2022-05-01,3:17,11.1871,54.0898,6.6875
88,2022-10-08,20:14,27.6197,7.9894,28.7161
89,2022-05-06,5:19,43.1371,56.8751,1.8899
90,2022-10-31,16:06,56.0708,70.3932,93.5564
91,2022-02-24,23:56,45.1555,36.6307,88.4719
92,2022-09-21,11:23,26.1051,7.7978,65.9426
93,2022-05-16,8:51,85.9802,60.4911,71.6757
94,2022-08-02,7:29,63.2412,59.5054,85.1454
95,2022-11-01,23:25,34.2833,83.7826,25.5862
96,2022-03-29,2:59,89.819,20.9774,48.3555
97,2022-12-16,19:43,14.9497,64.6342,8.1408
98,2022-09-05,6:39,99.5741,28.8764,1.7992
99,2022-05-19,3:50,59.5213,53.1688,66.1005
100,2022-05-25,3:55,4.1315,52.5934,73.5563
101,2022-10-01,0:39,93.4796,55.9079,48.4098
102,2022-10-31,3:17,68.5689,38.9907,54.022
103,2022-04-07,15:53,43.3209,84.9792,84.2965
104,2022-08-30,4:19,44.2522,36.6528,14.4132
105,2022-02-07,15:31,27.3994,42.5611,68.8453
106,2022-02-27,9:54,68.2008,80.1163,84.1637
107,2022-08-09,10:04,13.2053,8.1401,17.858
108,2022-11-25,21:15,40.1146,25.8621,45.9154
109,2022-05-17,17:44,78.6995,11.4993,62.9793
110,2022-10-28,23:21,96.4128,25.9621,89.3487
111,2022-02-24,8:57,51.8179,30.9448,89.6174
112,2022-04-06,6:08,87.7365,45.1595,52.6894
113,2022-11-22,2:06,64.8084,72.0648,3.1863
114,2022-03-19,0:51,74.9417,9.2589,5.6909
115,2022-09-14,0:00,58.0888,97.0846,25.2469
116,2022-06-27,13:09,16.148,83.4909,6.4222
117,2022-10-16,15:18,96.5956,27.5325,24.1352
118,2022-12-23,23:19,66.7757,8.1068,48.3792
119,2022-05-12,2:40,75.2351,52.4721,52.9631
120,2022-07-21,4:41,48.3546,81.1294,3.3375
121,2022-09-13,23:53,32.397,49.2673,26.9692
122,2022-11-03,5:30,47.2205,66.6758,37.3871
123,2022-09-05,23:56,32.0339,14.1704,43.5007
124,2022-11-15,2:21,27.4701,29.6013,22.4916
125,2022-02-28,7:22,16.2292,17.8733,52.4955
126,2022-12-18,16:45,20.515,41.3673,53.6351
127,2022-03-14,19:26,25.8328,16.196,15.7616
128,2022-06-20,3:05,3.5587,38.8933,10.3964
129,2023-01-16,15:13,91.961,8.9642,81.5035
130,2023-01-02,9:25,8.8654,85.8425,88.1594
131,2022-06-16,13:28,71.3937,76.3953,93.6496
132,2022-12-15,11:55,18.1855,64.5221,42.6143
133,2022-09-21,12:47,9.65,57.5711,72.1122
134,2022-11-13,2:18,95.9348,2.3657,42.4601
135,2022-08-12,23:23,79.2247,24.4926,3.504
136,2022-05-26,5:25,52.5661,50.4691,56.1607
137,2022-06-16,17:27,56.9268,51.5576,85.4499
138,2022-02-09,11:05,53.7462,25.0613,7.682
139,2023-01-23,2:26,74.4558,51.4702,94.6428
140,2022-05-15,21:49,95.7957,3.4031,80.859
141,2022-09-22,9:55,60.0576,83.8561,87.8052
142,2022-05-20,15:40,42.3112,40.5875,23.5945
143,2022-03-06,11:55,5.0481,83.2291,36.6047
144,2022-10-09,9:16,34.1281,81.2888,47.9952
145,2022-09-03,8:43,19.187,20.5111,36.3538
146,2022-09-08,19:46,46.7993,11.8386,65.0761
147,2022-05-19,15:50,72.0706,17.5638,3.8913
148,2022-12-24,3:56,72.1429,68.2575,77.6145
149,2022-03-16,0:43,35.0129,75.0351,20.3369
150,2022-07-23,22:08,71.8156,74.5479,16.504
151,2023-01-06,4:00,26.2181,75.3851,94.1103
152,2022-11-13,16:42,7.2982,99.2983,50.2344
153,2022-08-13,20:22,7.0959,51.1441,94.3903
154,2022-09-15,0:19,58.1597,83.7977,36.2168
155,2022-10-25,18:08,67.755,68.315,32.1667
156,2022-05-11,8:41,79.7119,65.8947,62.1772
157,2022-11-20,3:12,35.0579,8.9087,1.2334
158,2022-08-06,19:05,14.3489,26.7676,53.1638
159,2022-10-20,7:37,29.4185,35.6523,41.8595
160,2022-08-26,8:18,41.1732,63.1663,80.4353
161,2022-10-19,14:25,37.9279,66.0045,64.8371
162,2022-02-02,11:00,34.6707,23.408,55.4138
163,2022-02-14,11:45,19.4475,53.1435,83.4565
164,2022-05-14,13:17,37.1851,4.0061,95.801
165,2022-05-11,2:18,98.1662,91.7283,88.3878
166,2022-11-01,1:53,8.9489,8.795,27.0583
167,2022-06-22,1:50,6.8607,93.5674,98.4078
168,2022-04-07,12:34,62.2027,9.4277,15.1622
169,2022-07-09,6:55,91.0904,36.5358,9.3354
170,2022-05-01,0:11,18.54,54.0711,9.6583
171,2022-11-12,15:47,74.8361,17.6218,56.4239
172,2022-11-14,6:06,23.4925,77.6153,46.3527
173,2022-03-31,6:47,14.0273,32.3976,46.2463
174,2022-03-24,3:37,77.4292,43.2063,45.3805
175,2022-11-27,1:44,13.3181,5.3052,7.8773
176,2022-10-29,23:21,12.3112,16.131,11.5542
177,2022-04-02,13:19,7.6645,27.7389,55.6983
178,2022-08-16,0:01,45.9658,46.9739,84.4307
179,2022-12-19,15:48,8.5822,81.1733,57.6065
180,2022-03-17,13:26,40.0813,5.9312,11.0028
181,2022-07-01,14:13,94.3405,40.7217,29.7688
182,2022-05-17,4:01,94.0831,71.9225,86.2879
183,2022-06-17,12:17,43.7549,21.3044,57.2143
184,2022-05-20,17:22,82.1933,78.2098,58.9862
185,2022-05-28,3:40,31.6557,61.9479,77.1231
186,2022-06-12,16:09,28.543,89.3444,74.0361
187,2022-08-30,18:22,12.5537,18.3258,41.8943
188,2022-08-29,9:40,50.551,30.0587,39.0054
189,2022-06-23,7:38,86.9795,85.0687,4.0298
190,2022-11-21,8:45,58.0603,24.4374,95.2277
191,2022-06-17,8:02,61.5255,80.2927,27.8493
192,2022-03-18,7:55,83.3292,94.536,62.2033
193,2022-04-29,14:26,57.4792,13.2593,5.4242
194,2022-11-04,16:32,80.3363,17.0632,80.5322
195,2022-04-24,0:33,19.579,96.1733,15.6414
196,2022-12-10,4:27,51.7908,16.0022,32.6326
197,2022-05-08,12:19,28.1034,77.3047,5.5866
198,2022-01-25,14:13,15.5222,75.117,10.7409
199,2022-08-03,17:28,40.482,93.763,68.496
200,2022-10-31,7:56,20.0022,1.2781,49.6134
201,2022-03-18,17:05,11.3037,61.6308,31.5121
202,2022-02-25,13:04,55.3904,12.0988,7.7268
203,2022-03-12,16:02,99.2883,47.0863,86.907
204,2022-03-08,8:02,42.8766,62.9467,58.2484
205,2022-03-24,1:23,94.9964,22.9177,36.356
206,2023-01-20,9:27,43.4312,55.8219,77.367
207,2022-10-29,14:32,37.3685,48.7505,56.5578
208,2022-08-13,5:50,22.391,94.9419,3.3321
209,2022-03-08,3:27,55.2921,63.1397,3.8509
210,2022-02-16,10:36,44.9894,96.4107,12.5681
211,2022-04-10,18:36,4.6944,68.0604,9.6147
212,2022-07-10,1:54,54.6202,70.7467,50.6072
213,2022-08-28,12:58,40.5241,50.0119,71.6287
214,2022-11-13,10:24,70.696,79.7277,35.6521
215,2022-06-12,8:19,7.5195,31.9451,22.1948
216,2022-05-19,15:23,54.2753,80.2837,74.7963
217,2022-08-18,0:22,20.221,62.2341,73.6712
218,2023-01-21,7:56,8.7156,84.6331,39.5122
219,2022-07-01,22:54,13.0036,69.4697,90.8744
220,2022-11-17,3:02,21.8744,85.2249,48.9462
221,2022-06-22,15:05,37.1783,60.5867,24.766
222,2022-02-14,9:39,97.7605,35.4223,68.6447
223,2022-02-09,11:41,62.7368,46.9414,22.2076
224,2022-02-12,23:20,80.5237,23.9503,42.723
225,2022-09-11,7:54,99.7542,25.7589,7.707
226,2022-05-01,22:31,65.5924,63.1922,90.2904
227,2022-04-02,13:54,35.5006,40.8369,89.228
228,2022-11-28,10:06,70.7451,40.8649,6.3663
229,2022-02-22,20:29,71.8777,94.7624,32.0423
230,2022-05-12,12:14,13.9209,69.6966,8.8889
231,2022-07-14,18:24,3.1165,93.0073,20.6588
232,2022-03-22,6:02,34.4859,78.6394,18.7861
233,2022-09-22,4:15,53.6631,7.2845,16.3685
234,2022-06-10,12:42,41.2214,48.231,76.8032
235,2022-04-13,4:15,83.7145,39.8781,4.582
236,2022-12-16,0:05,10.3854,59.4291,48.7063
237,2022-03-03,13:23,38.3012,12.2585,95.4277
238,2022-12-18,21:18,25.7823,24.7832,95.7127
239,2022-01-25,13:19,97.7264,21.488,63.2223
240,2022-07-07,7:30,90.5531,14.0027,49.4114
241,2022-12-19,9:18,24.0921,92.5682,54.313
242,2022-03-22,23:24,5.3187,55.9116,20.341
243,2022-10-29,16:17,51.5994,4.8347,28.9856
244,2022-12-21,4:20,96.1763,38.2558,5.9798
245,2022-01-31,3:24,30.561,76.1419,89.7387
246,2022-09-18,8:34,55.762,45.0441,96.9742
247,2022-09-18,18:54,84.0124,8.0165,69.2246
248,2022-08-18,8:04,57.0864,91.4406,43.4478
249,2022-04-16,4:52,5.6212,70.2011,85.1345
250,2022-09-18,0:01,37.3901,83.3453,3.1221
251,2022-10-27,17:45,65.3276,66.0346,61.5593
252,2022-03-02,6:24,95.2077,51.8513,13.116
253,2022-10-17,16:57,91.5189,70.2377,67.8597
254,2022-05-08,13:07,11.8513,42.9263,46.3815
255,2022-02-01,3:54,90.5126,22.7738,96.4501
256,2022-05-13,16:22,29.4384,97.1836,35.6138
257,2022-10-23,17:11,23.0734,37.0515,36.9776
258,2022-05-24,19:49,80.2065,65.2838,39.0525
259,2023-01-09,8:07,27.3754,6.4607,27.1105
260,2022-08-09,5:41,89.402,77.3003,25.6818
261,2022-11-17,0:20,94.9345,20.3221,56.5176
262,2022-04-14,15:23,5.7672,21.2886,49.7479
263,2022-11-29,14:40,32.2624,19.6953,2.9544
264,2023-01-13,9:58,59.9832,33.4091,87.321
265,2022-12-28,13:35,79.3139,2.2009,92.2859
266,2022-11-19,7:27,94.0739,98.489,52.2044
267,2022-12-26,5:52,81.6555,61.2857,76.8131
268,2022-04-28,5:20,54.3287,41.4179,31.9586
269,2023-01-05,2:36,4.7641,13.4122,5.6236
270,2022-03-01,20:49,42.3918,54.3907,14.844
271,2022-06-03,16:38,84.8944,88.0835,93.5007
272,2022-03-06,7:05,9.4239,30.0774,83.1134
273,2022-02-16,23:50,23.9413,66.264,86.5076
274,2022-05-31,19:26,21.1797,81.7652,16.8574
275,2022-07-16,22:56,49.0784,98.386,69.8773
276,2023-01-17,10:31,64.1987,23.0135,68.9856
277,2022-10-16,3:10,88.3287,37.3919,64.0126
278,2022-10-14,1:19,59.3936,44.3608,12.1226
279,2022-11-18,19:45,56.5301,91.9273,76.566
280,2022-09-27,15:03,79.0439,70.4035,11.6881
281,2022-09-23,12:34,8.501,67.8499,97.4632
282,2022-02-10,21:41,95.9149,30.5238,57.36
283,2022-03-09,15:01,41.5517,9.2827,58.2902
284,2022-11-06,5:07,2.5531,30.5762,1.5013
285,2022-06-16,10:49,94.9322,4.1744,72.217
286,2023-01-11,1:31,36.5838,91.7788,56.8108
287,2022-11-29,12:54,86.3806,3.6608,85.0238
288,2022-03-09,19:30,48.7128,5.0405,33.1983
289,2022-11-08,20:32,4.6947,28.5419,5.2426
290,2023-01-07,17:32,15.7181,94.6994,19.9312
291,2022-11-16,19:37,98.9399,54.58,80.3149
292,2022-09-12,12:15,43.7815,14.4154,14.7258
293,2022-04-23,15:07,6.4492,85.8321,21.9535
294,2023-01-16,17:19,62.3265,22.4637,40.4918
295,2022-06-09,17:50,84.8581,55.7362,19.1738
296,2022-09-08,7:32,72.5755,67.9265,43.3207
297,2022-09-12,7:32,2.7136,72.1677,57.879
298,2022-07-15,2:12,28.5269,33.9562,35.3336
299,2022-04-26,22:47,76.9891,18.4485,86.4773
300,2022-01-30,23:07,51.8535,11.3672,56.2285
301,2023-01-13,20:55,74.9424,69.8008,48.6631
302,2022-06-02,15:28,3.1928,24.0835,16.5414
303,2022-08-13,13:02,24.9738,64.6071,79.5462
304,2022-11-14,12:46,6.6654,23.1671,56.979
305,2022-08-21,21:46,50.6244,70.7276,83.6074
306,2022-05-14,8:06,71.0049,83.5669,14.9846
307,2022-06-07,5:03,36.3811,53.9366,84.7467
308,2023-01-07,2:20,91.8667,16.2424,45.2922
309,2023-01-05,23:09,49.7974,95.2281,23.7582
310,2022-06-23,21:47,20.5297,74.7601,25.5499
311,2022-09-09,5:16,38.9026,35.9209,88.2547
312,2022-09-05,15:37,64.565,55.5366,5.8346
313,2022-11-28,8:49,67.0643,23.2178,54.4968
314,2022-05-16,15:42,14.235,11.163,61.7232
315,2023-01-23,19:35,50.6477,59.7749,55.8518
316,2022-10-18,20:01,83.9963,77.5851,5.5527
317,2022-09-19,21:19,72.1891,7.1666,78.5411
318,2022-09-04,11:12,69.769,91.4848,12.3904
319,2022-11-05,22:54,84.4635,18.8525,51.0042
320,2022-12-13,14:08,85.0532,70.8162,14.9165
321,2022-09-19,14:13,64.8054,47.5626,43.4178
322,2022-07-23,20:56,95.7669,84.7564,84.3508
323,2022-10-18,21:50,12.9143,28.9471,78.0044
324,2022-11-29,21:13,28.5847,27.877,61.3845
325,2022-10-29,17:49,75.5507,46.3266,22.7045
326,2022-09-25,2:46,71.9559,75.5117,11.2958
327,2022-06-08,14:02,8.4047,15.0103,66.3749
328,2022-03-13,5:36,66.4435,25.8298,73.5741
329,2022-11-28,4:36,87.5104,42.6913,45.1129
330,2022-04-15,15:27,42.7379,98.4747,97.1656
331,2022-12-12,3:22,15.4293,33.3079,11.0209
332,2022-07-10,10:38,67.8048,30.3769,1.0621
333,2022-01-28,14:40,16.857,32.3639,68.2107
334,2022-07-13,4:48,22.6102,74.7792,26.7518
335,2022-02-25,18:13,64.3723,37.4762,11.3752
336,2022-05-26,19:09,58.6576,27.2087,97.0378
337,2022-04-22,13:46,44.5285,40.4369,96.5554
338,2022-07-14,4:20,45.8114,33.9905,3.6007
339,2022-08-17,8:11,44.2337,90.5912,1.1367
340,2022-10-27,2:27,95.7035,39.0527,92.8453
341,2022-10-27,19:54,97.7698,95.5119,17.6288
342,2022-03-27,23:26,58.3757,16.0919,25.5573
343,2022-03-03,20:50,80.3199,92.7942,73.4868
344,2022-07-08,23:54,58.6424,40.7858,51.7694
345,2022-12-30,6:46,61.9078,97.9766,5.9977
346,2022-12-27,1:12,17.15,37.4939,1.9483
347,2022-04-25,23:45,59.6828,90.6059,73.3751
348,2022-11-07,3:37,60.0193,57.0471,68.5784
349,2022-11-27,19:44,88.5154,79.0454,67.5923
350,2022-12-17,13:00,5.0226,13.1085,71.2821
351,2022-08-10,17:37,41.9226,46.7871,89.8572
352,2022-11-02,3:48,72.8083,35.2012,53.8628
353,2022-02-17,11:41,36.3362,94.7415,11.2127
354,2022-04-16,20:30,19.497,67.6515,20.1977
355,2022-01-25,19:20,83.7398,21.5152,5.4849
356,2022-10-14,17:49,80.7859,68.2657,75.336
357,2022-08-15,21:55,32.6585,85.5763,30.942
358,2022-05-21,13:20,7.4553,9.1271,97.2719
359,2022-01-26,15:27,45.7252,2.6827,73.8418
360,2022-02-12,0:33,2.1105,93.8542,92.8362
361,2022-10-07,5:52,27.0433,30.3863,46.6939
362,2023-01-12,20:05,9.6148,69.1677,55.9066
363,2022-12-22,1:31,19.2155,88.2806,28.9974
364,2022-12-24,11:39,49.3907,94.286,76.9556
365,2022-05-15,5:57,2.1635,79.6425,47.031
366,2022-07-29,22:18,55.074,26.0771,82.4186
367,2022-04-13,23:10,88.6179,43.1243,30.136
368,2022-08-11,10:48,4.0609,83.9587,19.971
369,2023-01-21,5:16,18.3975,75.9083,70.42
370,2022-05-26,1:28,16.1704,10.9203,33.9932
371,2022-03-26,17:37,23.2179,39.8987,9.8071
372,2023-01-24,0:03,85.4892,72.9613,9.9575
373,2022-10-17,23:18,36.7118,29.1206,66.5782
374,2022-07-08,15:06,95.301,12.2739,45.5634
375,2022-09-20,22:53,26.3834,2.3218,59.2343
376,2022-06-21,2:34,84.633,77.9742,52.0325
377,2022-07-31,4:43,76.0249,16.3982,24.3041
378,2022-06-22,20:18,32.6238,62.9726,75.9336
379,2022-07-06,9:42,32.7464,53.6535,14.4297
380,2022-11-03,15:15,55.4468,68.8776,26.8884
381,2022-10-13,2:23,38.4693,68.4766,12.2493
382,2022-05-06,2:38,66.3505,65.6223,24.0706
383,2022-09-07,4:46,7.465,57.7086,49.2488
384,2022-12-20,20:45,51.0577,10.3376,52.6088
385,2022-07-08,3:29,67.661,16.8607,34.5328
386,2022-04-06,8:35,55.2387,55.9762,9.7535
387,2022-05-09,7:08,33.0717,41.2793,53.7185
388,2022-08-06,15:03,66.6382,25.5766,25.123
389,2023-01-24,3:53,11.5888,15.0503,54.6606
390,2022-08-10,18:51,97.6467,1.6118,37.3574
391,2022-06-09,3:06,83.2389,38.5128,80.6253
392,2022-12-20,5:41,35.3668,64.581,25.8383
393,2022-04-22,2:06,88.6903,42.8041,97.4666
394,2022-07-31,19:23,11.3376,43.5929,41.3217
395,2022-07-15,12:52,85.6833,46.9624,26.4616
396,2022-11-23,3:17,28.6877,8.5942,86.1449
397,2022-06-01,18:24,5.5339,19.712,15.7979
398,2022-06-26,23:39,4.3957,17.1017,5.2002
399,2022-03-03,10:41,10.9288,79.2805,99.1426
400,2022-09-14,2:14,97.4534,5.2245,3.0989
401,2022-06-17,1:19,15.3,72.489,8.5997
402,2022-12-14,12:54,39.0438,81.1388,20.3358
403,2022-04-05,17:01,53.3477,10.644,84.9983
404,2022-05-11,18:24,48.6546,64.4526,68.6214
405,2023-01-13,7:31,11.4592,17.3879,53.3825
406,2022-12-12,23:45,36.344,70.5715,31.4322
407,2022-06-11,23:45,13.3122,9.6028,10.9284
408,2022-07-14,23:16,54.7607,16.9402,77.0241
409,2022-08-12,23:09,94.7725,83.1467,15.744
410,2022-08-29,7:13,39.8296,78.9969,63.2133
411,2022-04-20,5:41,26.0442,9.6317,38.5679
412,2022-09-17,7:29,80.078,74.2957,6.0948
413,2022-06-08,5:46,95.2882,70.3297,29.4907
414,2022-10-01,6:35,41.453,95.1798,51.1107
415,2022-06-25,20:48,53.1476,64.4728,14.6907
416,2022-06-16,16:42,44.1566,22.6583,75.2571
417,2023-01-01,11:01,38.6621,85.3725,24.6534
418,2022-12-29,5:35,81.9932,10.4832,92.1966
419,2022-10-18,8:25,35.8837,7.0649,39.0332
420,2022-07-29,20:53,45.9966,31.6422,83.3636
421,2022-06-09,3:32,79.8859,85.7794,9.6185
422,2022-05-24,14:14,11.297,93.0712,81.6963
423,2022-05-26,12:41,5.6959,84.9157,19.169
424,2022-03-23,0:42,84.6487,9.1262,42.4485
425,2022-03-14,9:09,26.8021,31.7141,30.3539
426,2022-11-29,2:49,53.9697,89.0933,12.0922
427,2022-05-19,3:58,12.1769,61.2724,34.5705
428,2022-12-13,7:23,19.4279,43.1151,13.5022
429,2022-07-17,0:12,82.4575,93.6957,18.1259
430,2022-12-25,23:42,99.7354,7.6462,46.5312
431,2022-09-02,18:45,46.0508,79.3774,3.714
432,2022-08-04,6:20,17.2311,17.3163,19.216
433,2022-10-31,5:17,12.7535,9.1093,69.5457
434,2022-08-15,18:59,73.9197,13.9026,54.748
435,2022-06-30,12:03,50.7971,66.9218,33.7846
436,2022-09-28,10:55,14.9342,71.3998,42.4516
437,2022-05-13,3:41,53.073,26.7999,22.5733
438,2022-10-31,11:49,34.3389,26.6883,59.9736
439,2022-11-12,9:53,78.6704,86.8126,25.9803
440,2022-07-17,20:44,3.6446,63.8793,11.6764
441,2022-10-18,9:13,75.7513,31.4289,29.5142
442,2022-11-11,10:53,53.4501,18.5956,36.0648
443,2022-09-10,18:10,42.0702,66.5038,41.4889
444,2022-02-07,5:03,57.8871,78.4035,35.0683
445,2022-06-19,10:43,6.1532,73.7843,1.4341
446,2022-02-20,5:51,35.3286,3.0525,20.905
447,2022-02-17,11:18,3.0421,37.7861,40.3363
448,2022-08-03,18:29,20.4724,78.2017,48.1263
449,2022-03-10,14:58,53.7754,54.5159,16.2328
450,2022-10-04,10:07,84.1684,3.2521,70.7674
451,2022-10-11,19:21,13.4359,5.9341,28.7381
452,2022-12-12,4:14,80.468,77.9512,95.2258
453,2022-05-31,0:27,82.3781,86.4295,88.6001
454,2022-06-21,9:21,13.834,51.311,33.0841
455,2022-02-18,18:59,54.8849,2.0907,51.3229
456,2022-04-08,14:38,1.4295,22.2347,29.29
457,2023-01-07,8:45,90.7046,41.9415,80.8961
458,2022-10-25,9:55,49.7741,50.8297,7.0006
459,2022-07-29,0:32,96.1808,61.8161,74.0277
460,2022-03-22,4:34,31.0731,16.0762,68.3268
461,2022-07-01,8:31,56.1129,6.9312,56.4006
462,2022-08-22,18:58,6.0127,8.4513,52.1258
463,2022-05-05,2:47,45.1517,9.2293,53.286
464,2022-07-05,14:50,80.2714,56.7139,39.9757
465,2022-03-04,23:47,15.912,92.0009,23.8407
466,2022-05-18,6:11,54.1115,33.1821,63.1339
467,2022-05-17,23:25,8.8017,80.9686,78.6297
468,2022-08-31,10:54,91.4841,26.6276,42.1695
469,2022-02-06,13:11,54.3924,28.7782,90.1615
470,2022-10-03,4:54,67.5728,10.2801,49.2325
471,2022-05-27,14:10,4.8949,67.0226,60.9362
472,2022-09-01,13:29,65.9428,48.1391,9.0899
473,2022-10-11,4:05,68.607,17.6291,2.9718
474,2022-07-22,17:56,60.9615,8.5736,58.7163
475,2022-12-18,10:45,23.6391,87.2742,26.8007
476,2022-09-22,15:28,5.4028,47.5264,33.6316
477,2022-04-01,4:57,64.1737,29.8705,35.1538
478,2022-01-27,16:16,70.732,80.7433,31.2549
479,2022-09-01,7:09,66.536,78.9477,39.6234
480,2022-12-04,16:31,3.2789,31.7528,33.3357
481,2022-08-26,0:35,94.7166,25.0157,13.427
482,2022-01-27,16:38,82.8401,88.1963,64.0409
483,2022-08-17,15:50,30.3209,71.6131,7.3415
484,2022-07-13,1:19,6.0457,42.9994,61.2742
485,2022-02-07,2:52,88.084,13.2238,56.052
486,2022-03-03,18:07,28.5597,83.9819,2.2084
487,2022-04-10,18:03,68.6405,15.9813,38.805
488,2023-01-24,11:24,36.2106,42.3222,19.973
489,2022-08-21,6:13,52.098,6.7282,15.9554
490,2022-10-31,12:50,32.1411,63.4225,86.805
491,2022-09-26,16:04,63.2663,79.8528,77.0882
492,2022-04-04,12:19,35.9302,48.5369,43.5766
493,2022-08-17,13:51,52.6282,93.8971,24.7044
494,2022-04-21,2:17,61.6564,66.2594,13.8832
495,2022-07-27,23:21,18.368,77.6866,30.9617
496,2022-06-09,14:42,78.6667,15.5205,33.0961
497,2022-04-23,5:40,70.7997,47.696,92.8774
498,2022-12-23,23:01,49.9966,70.8721,35.2903
499,2022-04-04,4:24,77.7664,16.774,81.1404
500,2022-10-05,11:04,45.2428,70.2366,18.1127
501,2022-09-05,22:03,27.5994,68.5178,30.4319
502,2022-03-04,18:45,41.0778,98.6629,58.9338
503,2022-10-20,22:33,77.0104,65.05,18.5382
